ID,X_UTM,Y_UTM,LAND_USE
476043,831621,4690948,4
476044,831624,4590602,3
476045,831628,4633750,2
476046,831631,4561504,3
476047,831631,4704998,1
476048,831638,4719048,3
476049,831643,4733099,3
476050,831647,4647800,3
476051,831651,4604652,2
476052,831664,4575554,3
476053,831665,4661850,3
476055,831676,4618701,2
476056,831679,4675900,3
476057,831692,4689950,3
476058,831693,4589603,2
476059,831698,4632751,2
476060,831700,4560506,2
476061,831702,4704000,4
476062,831709,4718050,4
476063,831715,4732100,3
476064,831717,4646801,2
476065,831720,4603653,3
476066,831733,4574555,3
476068,831735,4660851,3
476069,831745,4617703,2
476070,831750,4674901,2
476071,831762,4588605,3
476072,831762,4688951,3
476073,831768,4631753,2
476074,831769,4559507,2
476075,831772,4703001,4
476076,831780,4717051,4
476077,831786,4731102,3
476078,831787,4645802,4
476080,831790,4602654,2
476081,831802,4573557,3
476082,831805,4659852,3
476083,831815,4616704,2
476084,831820,4673902,2
476085,831832,4587606,3
476086,831833,4687952,3
476087,831837,4630754,2
476088,831838,4558508,3
476089,831843,4702003,4
476090,831851,4716053,4
476091,831857,4644804,2
476092,831857,4730103,3
476093,831859,4601656,4
476094,831860,4744153,4
476095,831871,4572558,3
476096,831875,4658854,3
476097,831884,4615706,2
476098,831890,4672904,3
476099,831901,4586608,3
476100,831903,4686954,3
476101,831907,4557510,2
476102,831907,4629755,2
476103,831914,4701004,4
476104,831922,4715054,4
476105,831927,4643805,3
476106,831928,4729105,3
476107,831929,4600657,3
476108,831931,4743155,3
476109,831940,4571559,4
476110,831945,4657855,3
476111,831954,4614707,2
476112,831961,4671905,4
476113,831970,4585609,3
476114,831974,4685955,3
476115,831976,4556511,3
476116,831977,4628757,2
476117,831984,4700006,3
476118,831993,4714056,4
476119,831997,4642807,2
476120,831998,4599659,2
476121,831999,4728106,3
476122,832002,4742156,3
476123,832009,4570561,3
476124,832015,4656857,2
476125,832024,4613708,2
476126,832031,4670907,2
476127,832040,4584610,3
476128,832044,4684957,3
476129,832045,4555512,3
476130,832047,4627758,2
476131,832055,4699007,3
476132,832064,4713057,4
476133,832067,4641808,3
476134,832068,4598660,3
476135,832070,4727107,3
476136,832073,4741158,3
476137,832078,4569562,2
476138,832086,4655858,3
476139,832093,4612710,2
476140,832101,4669908,2
476141,832109,4583612,3
476142,832114,4554514,2
476143,832115,4683958,3
476144,832116,4626760,2
476145,832126,4698008,3
476146,832134,4712059,4
476147,832137,4597661,3
476148,832137,4640810,3
476149,832141,4726109,3
476150,832144,4740159,3
476151,832147,4568563,3
476152,832156,4654860,3
476153,832163,4611711,2
476154,832172,4668910,2
476155,832178,4582613,3
476156,832183,4553515,3
476157,832185,4682960,3
476158,832186,4625761,2
476159,832196,4697010,3
476160,832205,4711060,4
476161,832206,4596663,3
476162,832207,4639811,2
476163,832211,4725110,3
476164,832215,4739161,4
476165,832216,4567565,3
476166,832226,4653861,4
476167,832232,4610713,2
476168,832242,4667911,3
476169,832247,4581615,3
476170,832252,4552517,3
476171,832256,4624763,2
476172,832256,4681961,4
476173,832267,4696011,3
476174,832276,4595664,3
476175,832276,4710062,4
476176,832277,4638812,3
476177,832282,4724112,4
476178,832285,4566566,4
476179,832287,4738162,4
476180,832296,4652862,4
476181,832302,4609714,2
476182,832312,4666913,2
476183,832316,4580616,3
476184,832320,4551518,3
476185,832326,4623764,2
476186,832326,4680963,4
476187,832338,4695013,3
476188,832345,4594666,2
476189,832347,4637814,2
476190,832347,4709063,4
476191,832353,4723113,3
476192,832354,4565568,3
476193,832358,4737164,4
476194,832366,4651864,3
476195,832371,4608715,2
476196,832382,4665914,3
476197,832386,4579617,3
476198,832389,4550519,3
476199,832395,4622765,2
476200,832396,4679964,3
476201,832408,4694014,3
476202,832414,4593667,3
476203,832417,4636815,3
476204,832417,4708065,4
476205,832423,4564569,3
476206,832424,4722115,3
476207,832429,4736165,4
476208,832436,4650865,4
476209,832441,4607717,4
476210,832453,4664915,3
476211,832455,4578619,3
476212,832458,4549521,3
476213,832465,4621767,2
476214,832467,4678966,3
476215,832479,4693016,3
476216,832484,4592668,3
476217,832487,4635817,2
476218,832488,4707066,4
476219,832492,4563570,3
476220,832495,4721116,4
476221,832500,4735167,4
476222,832506,4649867,3
476223,832511,4606718,2
476224,832523,4663917,3
476225,832524,4577620,3
476226,832527,4548522,3
476227,832535,4620768,2
476228,832537,4677967,3
476229,832549,4692017,3
476230,832553,4591670,3
476231,832557,4634818,2
476232,832559,4706067,4
476233,832561,4562572,4
476234,832566,4720118,4
476235,832571,4734168,3
476236,832576,4648868,3
476237,832580,4605720,2
476238,832593,4576621,3
476239,832593,4662918,3
476241,832604,4619770,2
476242,832608,4676968,3
476243,832620,4691019,4
476244,832622,4590671,2
476245,832626,4633820,2
476246,832630,4561573,3
476247,832630,4705069,1
476248,832637,4719119,3
476249,832642,4733170,4
476250,832646,4647870,2
476251,832650,4604721,3
476252,832662,4575623,3
476253,832663,4661920,3
476254,832674,4618771,2
476255,832678,4675970,3
476256,832690,4690020,4
476257,832692,4589673,3
476258,832696,4632821,2
476259,832699,4560574,2
476260,832700,4704070,4
476261,832708,4718121,4
476262,832713,4732171,3
476263,832716,4646871,3
476264,832719,4603722,3
476265,832731,4574624,3
476266,832733,4660921,3
476267,832744,4617772,1
476268,832748,4674971,4
476269,832761,4588674,3
476270,832761,4689022,4
476271,832766,4631822,2
476272,832768,4559576,2
476273,832771,4703072,4
476274,832779,4717122,4
476275,832784,4731173,3
476276,832786,4645872,4
476278,832788,4602724,2
476279,832800,4573626,3
476280,832804,4659923,3
476281,832813,4616774,2
476282,832819,4673973,3
476283,832830,4587675,2
476284,832831,4688023,3
476285,832836,4630824,2
476286,832837,4558577,2
476287,832842,4702073,4
476288,832850,4716124,1
476289,832855,4730174,3
476290,832856,4644874,4
476291,832858,4601725,3
476292,832858,4744225,4
476293,832869,4572627,3
476294,832874,4658924,3
476295,832883,4615775,2
476296,832889,4672974,2
476297,832900,4586677,3
476298,832902,4687024,3
476299,832906,4557579,2
476300,832906,4629825,2
476301,832912,4701075,3
476302,832920,4715125,4
476303,832926,4643875,3
476304,832926,4729176,3
476305,832927,4600727,3
476306,832929,4743226,3
476307,832939,4571628,3
476308,832944,4657925,3
476309,832953,4614777,2
476310,832959,4671976,2
476311,832969,4585678,3
476312,832972,4686026,3
476313,832975,4556580,2
476314,832976,4628827,2
476315,832983,4700076,3
476316,832991,4714127,4
476317,832996,4642877,2
476318,832997,4599728,3
476319,832997,4728177,3
476320,833001,4742227,3
476321,833008,4570630,2
476322,833014,4656927,2
476323,833022,4613778,2
476324,833030,4670977,2
476325,833038,4584680,3
476326,833043,4685027,3
476327,833044,4555581,2
476328,833045,4627828,2
476329,833054,4699078,3
476330,833062,4713128,4
476331,833066,4598729,3
476332,833066,4641878,3
476333,833068,4727178,3
476334,833072,4741229,3
476335,833077,4569631,2
476336,833084,4655928,2
476337,833092,4612779,2
476338,833100,4669978,2
476339,833107,4583681,3
476340,833112,4554583,2
476341,833113,4684029,4
476342,833115,4626829,1
476343,833124,4698079,3
476344,833133,4712129,4
476345,833136,4597731,3
476346,833136,4640880,3
476347,833139,4726180,3
476348,833143,4740230,3
476349,833146,4568632,4
476350,833154,4654930,3
476351,833161,4611781,2
476352,833170,4668980,3
476353,833177,4582682,3
476354,833181,4553584,3
476355,833184,4683030,4
476356,833185,4625831,2
476357,833195,4697081,3
476358,833204,4711131,4
476359,833205,4596732,3
476360,833206,4639881,3
476361,833210,4725181,3
476362,833214,4739232,4
476363,833215,4567634,3
476364,833224,4653931,3
476365,833231,4610782,2
476366,833240,4667981,3
476367,833246,4581684,3
476368,833250,4552585,3
476369,833254,4682032,3
476370,833255,4624832,2
476371,833266,4696082,3
476372,833274,4595734,3
476373,833274,4710132,4
476374,833276,4638882,2
476375,833281,4724183,3
476376,833284,4566635,3
476377,833285,4738233,4
476378,833294,4652933,3
476379,833301,4609784,2
476380,833311,4666983,2
476381,833315,4580685,2
476382,833319,4551587,3
476383,833324,4623834,2
476384,833325,4681033,4
476385,833336,4695083,3
476386,833344,4594735,3
476387,833345,4709134,4
476388,833346,4637884,2
476389,833352,4723184,3
476390,833353,4565637,3
476391,833356,4737235,4
476392,833364,4651934,3
476393,833370,4608785,2
476394,833381,4665984,3
476395,833384,4579686,3
476396,833388,4550588,2
476397,833394,4622835,2
476398,833395,4680035,4
476399,833407,4694085,2
476400,833413,4593736,3
476401,833415,4636885,2
476402,833416,4708135,3
476403,833422,4564638,3
476404,833423,4722186,3
476405,833427,4736236,4
476406,833435,4650935,3
476407,833440,4607786,2
476408,833451,4664986,3
476409,833453,4578688,3
476410,833457,4549590,2
476411,833464,4621836,2
476412,833465,4679036,3
476413,833477,4693086,3
476414,833482,4592738,3
476415,833485,4635887,2
476416,833487,4707137,4
476417,833491,4563639,3
476418,833494,4721187,3
476419,833498,4735238,4
476420,833505,4649937,3
476421,833509,4606788,2
476422,833521,4663987,3
476423,833523,4577689,3
476425,833533,4620838,2
476426,833536,4678037,3
476427,833548,4692088,3
476428,833552,4591739,3
476429,833555,4634888,2
476430,833557,4706138,4
476431,833560,4562641,3
476432,833565,4720189,3
476433,833569,4734239,4
476434,833575,4648938,3
476435,833579,4605789,3
476436,833592,4576691,3
476437,833592,4662988,3
476438,833603,4619839,2
476439,833606,4677039,4
476440,833618,4691089,3
476441,833621,4590741,3
476442,833625,4633889,2
476443,833628,4705140,4
476444,833629,4561642,2
476445,833636,4719190,3
476446,833641,4733241,3
476447,833645,4647940,2
476448,833648,4604791,3
476449,833661,4575692,3
476450,833662,4661990,3
476451,833673,4618841,2
476452,833677,4676040,3
476453,833689,4690091,3
476454,833690,4589742,2
476455,833695,4632891,2
476456,833698,4560643,4
476457,833699,4704141,4
476458,833706,4718192,1
476459,833712,4732242,3
476460,833715,4646941,3
476461,833718,4603792,3
476462,833730,4574693,3
476463,833732,4660991,3
476464,833742,4617842,2
476465,833747,4675042,3
476466,833759,4689092,5
476467,833760,4588743,3
476468,833765,4631892,2
476469,833767,4559645,2
476470,833770,4703143,4
476471,833777,4717193,1
476472,833783,4731244,3
476473,833785,4645942,3
476474,833786,4745294,4
476475,833787,4602793,2
476476,833799,4573695,3
476477,833802,4659993,3
476478,833812,4616843,1
476479,833817,4674043,2
476480,833829,4587745,3
476481,833830,4688094,3
476482,833835,4630894,2
476483,833836,4558646,2
476484,833840,4702144,4
476485,833848,4716194,4
476486,833854,4730245,3
476487,833855,4644944,3
476488,833857,4601795,2
476489,833857,4744296,4
476490,833868,4572696,3
476491,833872,4658994,3
476492,833882,4615845,2
476493,833888,4673045,2
476494,833898,4586746,3
476495,833900,4687095,3
476496,833904,4557648,2
476497,833904,4629895,2
476498,833911,4701145,3
476499,833919,4715196,1
476500,833925,4643945,2
476501,833925,4729247,3
476502,833926,4600796,3
476503,833928,4743297,3
476504,833937,4571697,3
476505,833942,4657996,3
476506,833951,4614846,2
476507,833958,4672046,2
476508,833968,4585747,3
476509,833971,4686096,3
476510,833973,4556649,2
476511,833974,4628896,2
476512,833982,4700147,3
476513,833990,4714197,4
476514,833995,4599798,3
476515,833995,4642947,3
476516,833996,4728248,3
476517,833999,4742299,3
476518,834006,4570699,2
476519,834013,4656997,3
476520,834021,4613848,2
476521,834028,4671047,2
476522,834037,4584749,3
476523,834041,4685098,3
476524,834042,4555650,2
476525,834044,4627898,2
476526,834052,4699148,5
476527,834061,4713199,4
476528,834065,4598799,3
476529,834065,4641948,2
476530,834067,4727249,3
476531,834070,4741300,3
476532,834075,4569700,2
476533,834083,4655998,2
476534,834090,4612849,2
476535,834098,4670049,3
476536,834106,4583750,3
476537,834111,4554652,2
476538,834112,4684099,3
476539,834114,4626899,2
476540,834123,4698150,3
476541,834131,4712200,4
476542,834134,4597800,3
476543,834134,4640949,3
476544,834138,4726251,3
476545,834141,4740302,3
476546,834144,4568702,3
476547,834153,4655000,3
476548,834160,4611850,2
476549,834169,4669050,2
476550,834175,4582752,3
476551,834180,4553653,3
476552,834182,4683101,3
476553,834183,4625901,1
476554,834193,4697151,3
476555,834202,4711202,3
476556,834204,4596802,3
476557,834204,4639951,2
476558,834209,4725252,3
476559,834213,4567703,3
476560,834213,4739303,3
476561,834223,4654001,3
476562,834230,4610852,2
476563,834239,4668052,4
476564,834244,4581753,3
476565,834249,4552654,3
476566,834253,4624902,2
476567,834253,4682102,3
476568,834264,4696153,3
476569,834273,4595803,3
476570,834273,4710203,4
476571,834274,4638952,2
476572,834280,4724254,3
476573,834282,4566704,4
476574,834284,4738304,4
476575,834293,4653003,3
476576,834299,4609853,2
476577,834309,4667053,2
476578,834314,4580754,3
476579,834318,4551656,2
476580,834323,4623903,2
476581,834323,4681103,4
476582,834335,4695154,3
476583,834342,4594804,3
476584,834344,4637954,2
476585,834344,4709205,4
476586,834350,4723255,3
476587,834351,4565706,3
476588,834355,4737306,4
476589,834363,4652004,4
476590,834369,4608855,2
476591,834380,4666054,4
476592,834383,4579756,3
476593,834386,4550657,2
476594,834393,4622905,2
476595,834394,4680105,4
476596,834405,4694155,3
476597,834412,4593806,3
476598,834414,4636955,2
476599,834415,4708206,3
476600,834420,4564707,2
476601,834421,4722257,3
476602,834426,4736307,4
476603,834433,4651005,3
476604,834438,4607856,2
476605,834450,4665056,4
476606,834452,4578757,3
476608,834462,4621906,1
476609,834464,4679106,4
476610,834476,4693157,3
476611,834481,4592807,3
476612,834484,4635956,2
476613,834485,4707207,5
476614,834489,4563708,3
476615,834492,4721258,3
476616,834497,4735309,4
476617,834503,4650007,3
476618,834508,4606857,3
476619,834520,4664057,3
476620,834521,4577758,3
476621,834532,4620908,2
476622,834534,4678108,3
476623,834546,4692158,3
476624,834550,4591809,3
476625,834554,4634958,2
476626,834556,4706209,4
476627,834558,4562710,2
476628,834563,4720260,3
476629,834568,4734310,4
476630,834573,4649008,2
476631,834577,4605859,2
476632,834590,4576760,3
476633,834590,4663059,3
476634,834602,4619909,2
476635,834605,4677109,3
476636,834617,4691160,3
476637,834620,4590810,3
476638,834624,4633959,2
476639,834627,4561711,1
476640,834627,4705210,4
476641,834634,4719261,3
476642,834639,4733312,3
476643,834643,4648010,2
476644,834647,4604860,3
476645,834659,4575761,3
476646,834660,4662060,3
476647,834671,4618910,2
476648,834675,4676111,4
476649,834687,4690161,3
476650,834689,4589811,3
476651,834693,4632961,2
476652,834696,4560712,2
476653,834697,4704212,4
476654,834705,4718262,4
476655,834710,4732313,3
476656,834713,4647011,2
476657,834716,4603861,2
476658,834729,4574762,4
476659,834731,4661062,3
476660,834741,4617912,2
476661,834745,4675112,4
476662,834758,4588813,3
476663,834758,4689163,3
476664,834763,4631962,2
476665,834765,4559714,2
476666,834768,4703213,4
476667,834776,4717264,4
476668,834781,4731315,4
476669,834783,4646012,2
476671,834786,4602863,3
476672,834798,4573764,3
476673,834801,4660063,3
476674,834811,4616913,2
476675,834816,4674113,3
476676,834828,4587814,3
476677,834829,4688164,3
476678,834833,4630963,2
476679,834834,4558715,2
476680,834839,4702215,4
476681,834847,4716265,4
476682,834852,4730316,3
476683,834853,4645014,2
476684,834855,4601864,2
476686,834867,4572765,3
476687,834871,4659064,3
476688,834880,4615914,1
476689,834886,4673115,2
476690,834897,4586815,3
476691,834899,4687165,3
476692,834903,4557716,2
476693,834903,4629965,2
476694,834909,4701216,2
476695,834918,4715267,4
476696,834923,4644015,3
476697,834923,4729318,3
476698,834925,4600866,3
476699,834926,4743368,4
476700,834936,4571767,3
476701,834941,4658066,3
476702,834950,4614916,2
476703,834956,4672116,2
476704,834966,4585817,3
476705,834969,4686167,3
476706,834972,4556718,2
476707,834973,4628966,2
476708,834980,4700217,3
476709,834988,4714268,4
476710,834993,4643017,3
476711,834994,4599867,2
476712,834994,4728319,3
476713,834998,4742370,3
476714,835005,4570768,2
476715,835011,4657067,3
476716,835019,4613917,2
476717,835027,4671118,2
476718,835035,4584818,3
476719,835040,4685168,3
476720,835041,4555719,2
476721,835043,4627968,2
476722,835051,4699219,3
476723,835059,4713270,4
476724,835063,4598868,3
476725,835063,4642018,2
476726,835065,4727320,3
476727,835069,4741371,3
476728,835074,4569769,1
476729,835081,4656069,3
476730,835089,4612919,2
476731,835097,4670119,2
476732,835105,4583819,3
476733,835110,4554720,2
476734,835110,4684170,3
476735,835112,4626969,2
476736,835121,4698220,3
476737,835130,4712271,4
476738,835133,4597870,3
476739,835133,4641019,2
476740,835136,4726322,2
476741,835140,4740373,3
476742,835143,4568771,2
476743,835151,4655070,2
476744,835159,4611920,2
476745,835167,4669120,2
476746,835174,4582821,3
476747,835179,4553722,3
476748,835181,4683171,3
476749,835182,4625970,2
476750,835192,4697222,3
476751,835201,4711273,3
476752,835202,4596871,3
476753,835203,4640021,3
476754,835207,4725323,3
476755,835211,4739374,3
476756,835212,4567772,2
476757,835222,4654071,3
476758,835228,4610921,2
476759,835238,4668122,2
476760,835243,4581822,3
476761,835247,4552723,3
476762,835251,4682173,4
476763,835252,4624972,2
476764,835263,4696223,3
476765,835272,4595872,3
476766,835272,4710274,3
476767,835273,4639022,2
476768,835278,4724325,3
476769,835281,4566773,3
476770,835282,4738376,3
476771,835292,4653073,4
476772,835298,4609923,2
476773,835308,4667123,3
476774,835312,4580823,3
476775,835316,4551724,2
476776,835321,4623973,2
476777,835322,4681174,4
476778,835333,4695225,3
476779,835341,4594874,3
476780,835342,4709275,2
476781,835343,4638024,2
476782,835349,4723326,3
476783,835350,4565775,3
476784,835353,4737377,4
476785,835362,4652074,2
476786,835367,4608924,2
476787,835378,4666125,3
476788,835381,4579825,3
476790,835391,4622975,2
476791,835392,4680175,4
476792,835404,4694226,3
476793,835410,4593875,3
476794,835413,4637025,2
476795,835413,4708277,3
476796,835419,4564776,2
476797,835420,4722328,3
476798,835424,4736378,3
476799,835432,4651075,3
476800,835437,4607925,2
476801,835448,4665126,3
476802,835451,4578826,3
476803,835461,4621976,2
476804,835463,4679177,3
476805,835474,4693227,3
476806,835480,4592876,3
476807,835483,4636026,2
476808,835484,4707278,3
476809,835488,4563777,2
476810,835491,4721329,3
476811,835495,4735380,4
476812,835502,4650077,3
476813,835506,4606927,2
476814,835519,4664127,3
476815,835520,4577828,3
476816,835531,4620977,2
476817,835533,4678178,3
476818,835545,4692229,3
476819,835549,4591878,3
476820,835552,4635028,3
476821,835555,4706280,4
476822,835557,4562779,2
476823,835562,4720330,3
476824,835567,4734381,3
476825,835572,4649078,2
476826,835576,4605928,3
476827,835589,4576829,3
476828,835589,4663129,3
476829,835600,4619979,2
476830,835603,4677180,3
476831,835616,4691230,3
476832,835618,4590879,3
476833,835622,4634029,2
476834,835625,4705281,4
476835,835626,4561780,2
476836,835633,4719332,3
476837,835638,4733383,3
476838,835642,4648080,2
476839,835645,4604930,4
476840,835658,4575830,3
476841,835659,4662130,3
476842,835670,4618980,2
476843,835674,4676181,3
476844,835686,4690232,3
476845,835688,4589881,3
476846,835692,4633030,2
476847,835695,4560781,2
476848,835696,4704282,4
476849,835704,4718333,3
476850,835709,4732384,3
476851,835712,4647081,2
476852,835715,4603931,3
476853,835727,4574832,3
476854,835729,4661132,3
476855,835740,4617981,2
476856,835744,4675182,4
476857,835757,4588882,3
476858,835757,4689233,3
476859,835762,4632032,2
476860,835764,4559783,2
476861,835767,4703284,3
476862,835774,4717335,4
476863,835780,4731386,3
476864,835782,4646082,1
476865,835784,4602932,2
476866,835796,4573833,3
476867,835799,4660133,3
476868,835809,4616983,2
476869,835814,4674184,2
476870,835826,4587883,3
476871,835827,4688235,3
476872,835832,4631033,2
476873,835833,4558784,2
476874,835837,4702285,4
476875,835845,4716336,3
476876,835851,4730387,3
476877,835852,4645084,4
476878,835854,4601934,2
476880,835865,4572834,3
476881,835869,4659134,3
476882,835879,4615984,2
476883,835885,4673185,2
476884,835896,4586885,3
476885,835898,4687236,3
476886,835902,4557785,2
476887,835902,4630035,2
476888,835908,4701287,4
476889,835916,4715338,3
476890,835922,4644085,2
476891,835922,4729389,3
476892,835923,4600935,3
476893,835925,4743440,4
476894,835934,4571836,3
476895,835940,4658136,3
476896,835949,4614985,2
476897,835955,4672187,2
476898,835965,4585886,3
476899,835968,4686237,3
476900,835971,4556787,2
476901,835971,4629036,2
476902,835979,4700288,3
476903,835987,4714339,3
476904,835992,4643087,2
476905,835993,4599936,3
476906,835993,4728390,3
476907,835996,4742441,3
476908,836004,4570837,3
476909,836010,4657137,3
476910,836018,4613987,2
476911,836025,4671188,3
476912,836034,4584887,3
476913,836039,4685239,3
476914,836040,4555788,2
476915,836041,4628037,2
476916,836049,4699290,3
476917,836058,4713340,3
476918,836062,4598938,3
476919,836062,4642088,2
476920,836064,4727391,4
476921,836067,4741442,4
476922,836073,4569838,2
476923,836080,4656139,3
476924,836088,4612988,2
476925,836096,4670189,3
476926,836103,4583889,3
476927,836108,4554789,2
476928,836109,4684240,3
476929,836111,4627039,2
476930,836120,4698291,3
476931,836129,4712342,3
476932,836132,4597939,3
476933,836132,4641089,2
476934,836135,4726393,3
476935,836139,4740444,3
476936,836142,4568840,4
476937,836150,4655140,3
476938,836157,4611990,2
476939,836166,4669191,4
476940,836173,4582890,3
476941,836177,4553791,2
476942,836179,4683242,3
476943,836181,4626040,2
476944,836191,4697292,3
476945,836199,4711343,4
476946,836201,4596940,3
476947,836202,4640091,2
476948,836206,4725394,3
476949,836210,4739445,3
476950,836211,4567841,3
476951,836220,4654141,3
476952,836227,4610991,2
476953,836236,4668192,3
476954,836242,4581891,3
476955,836246,4552792,1
476956,836250,4625041,2
476957,836250,4682243,3
476958,836261,4696294,3
476959,836270,4595942,3
476960,836270,4710345,3
476961,836272,4639092,2
476962,836277,4724396,3
476963,836280,4566842,3
476964,836281,4738447,5
476965,836290,4653143,3
476966,836296,4609992,2
476967,836306,4667194,3
476968,836311,4580893,3
476969,836315,4551793,1
476970,836320,4624043,2
476971,836320,4681244,3
476972,836332,4695295,3
476973,836340,4594943,3
476974,836341,4638093,2
476975,836341,4709346,2
476976,836348,4723397,3
476977,836349,4565844,3
476978,836352,4737448,3
476979,836360,4652144,3
476980,836366,4608994,2
476981,836377,4666195,2
476982,836380,4579894,3
476984,836390,4623044,2
476985,836391,4680246,3
476986,836402,4694297,3
476987,836409,4593944,2
476988,836411,4637095,2
476989,836412,4708348,2
476990,836418,4564845,2
476991,836419,4722399,1
476992,836423,4736450,3
476993,836430,4651146,3
476994,836435,4607995,2
476995,836447,4665196,2
476996,836449,4578895,3
476997,836460,4622046,2
476998,836461,4679247,3
476999,836473,4693298,3
477000,836478,4592946,3
477001,836481,4636096,2
477002,836482,4707349,3
477003,836487,4563846,2
477004,836489,4721400,3
477005,836494,4735451,3
477006,836500,4650147,3
477007,836505,4606996,2
477008,836517,4664198,3
477009,836518,4577897,3
477010,836529,4621047,2
477011,836532,4678249,3
477012,836544,4692299,3
477013,836548,4591947,3
477014,836551,4635098,1
477015,836553,4706350,4
477016,836556,4562848,2
477017,836560,4720401,3
477018,836565,4734452,3
477019,836570,4649148,2
477020,836575,4605998,3
477021,836587,4663199,3
477022,836588,4576898,3
477023,836599,4620048,2
477024,836602,4677250,3
477025,836614,4691301,3
477026,836617,4590949,3
477027,836621,4634099,2
477028,836624,4705352,2
477029,836625,4561849,2
477030,836631,4719403,3
477031,836636,4733454,3
477032,836640,4648150,2
477033,836644,4604999,2
477034,836657,4575899,3
477035,836658,4662200,3
477036,836669,4619050,2
477037,836672,4676251,3
477038,836685,4690302,3
477039,836686,4589950,3
477040,836691,4633100,2
477041,836694,4560850,2
477042,836695,4704353,4
477043,836702,4718404,3
477044,836707,4732455,3
477045,836710,4647151,2
477046,836714,4604000,3
477047,836726,4574901,3
477048,836728,4661202,3
477049,836738,4618051,2
477050,836743,4675253,4
477051,836755,4689304,3
477052,836756,4588951,3
477053,836761,4632102,2
477054,836763,4559852,2
477055,836765,4703355,3
477056,836773,4717406,3
477057,836778,4731457,4
477058,836780,4646152,3
477059,836783,4603002,3
477060,836795,4573902,3
477061,836798,4660203,3
477062,836808,4617052,2
477063,836813,4674254,3
477064,836825,4587953,3
477065,836826,4688305,3
477066,836830,4631103,2
477067,836832,4558853,2
477068,836836,4702356,4
477069,836844,4716407,3
477070,836849,4730458,4
477071,836850,4645154,2
477072,836852,4602003,3
477074,836864,4572903,3
477075,836868,4659205,3
477076,836878,4616054,2
477077,836883,4673255,2
477078,836894,4586954,3
477079,836896,4687306,3
477080,836900,4557854,2
477081,836900,4630104,4
477082,836907,4701357,3
477083,836915,4715408,3
477084,836920,4644155,2
477085,836920,4729460,3
477086,836922,4601004,3
477088,836933,4571905,2
477089,836938,4658206,3
477090,836947,4615055,2
477091,836954,4672257,3
477092,836963,4585955,3
477093,836967,4686308,3
477094,836969,4556856,2
477095,836970,4629106,2
477096,836977,4700359,3
477097,836986,4714410,3
477098,836990,4643157,3
477099,836991,4600006,3
477100,836991,4728461,3
477101,836995,4742512,4
477102,837002,4570906,2
477103,837008,4657207,3
477104,837017,4614056,2
477105,837024,4671258,3
477106,837033,4584957,3
477107,837037,4685309,3
477108,837038,4555857,2
477109,837040,4628107,2
477110,837048,4699360,3
477111,837056,4713411,3
477112,837060,4642158,2
477113,837061,4599007,3
477114,837062,4727462,3
477115,837066,4741514,4
477116,837071,4569907,2
477117,837079,4656209,3
477118,837086,4613058,2
477119,837094,4670260,3
477120,837102,4583958,3
477121,837107,4554858,2
477122,837108,4684311,4
477123,837110,4627109,2
477124,837119,4698362,3
477125,837127,4712413,3
477126,837130,4598008,3
477127,837130,4641159,3
477128,837133,4726464,4
477129,837137,4740515,3
477130,837140,4568909,3
477131,837149,4655210,3
477132,837156,4612059,2
477133,837165,4669261,2
477134,837171,4582959,3
477135,837176,4553859,2
477136,837178,4683312,3
477137,837179,4626110,2
477138,837189,4697363,3
477139,837198,4711414,3
477140,837200,4597010,3
477141,837200,4640161,2
477142,837204,4725465,5
477143,837208,4739516,3
477144,837209,4567910,3
477145,837219,4654212,3
477146,837226,4611060,2
477147,837235,4668262,3
477148,837240,4581961,3
477149,837245,4552861,2
477150,837249,4625111,2
477151,837249,4682313,3
477152,837260,4696364,3
477153,837269,4596011,3
477154,837269,4710415,4
477155,837270,4639162,2
477156,837275,4724467,3
477157,837278,4566911,2
477158,837279,4738518,3
477159,837289,4653213,3
477160,837295,4610062,2
477161,837305,4667264,2
477162,837310,4580962,3
477164,837319,4624113,2
477165,837319,4681315,4
477166,837330,4695366,3
477167,837338,4595012,3
477168,837340,4638163,2
477169,837340,4709417,3
477170,837346,4723468,3
477171,837347,4565913,1
477172,837350,4737519,3
477173,837359,4652214,3
477174,837365,4609063,2
477175,837375,4666265,2
477176,837379,4579963,3
477178,837388,4623114,2
477179,837389,4680316,3
477180,837401,4694367,5
477181,837408,4594014,3
477182,837410,4637165,2
477183,837410,4708418,3
477184,837416,4564914,4
477185,837417,4722469,3
477186,837422,4736521,3
477187,837429,4651216,3
477188,837434,4608065,2
477189,837446,4665267,3
477190,837448,4578965,3
477191,837458,4622115,2
477192,837460,4679318,3
477193,837472,4693369,3
477194,837477,4593015,3
477195,837480,4636166,2
477196,837481,4707420,3
477197,837485,4563915,4
477198,837488,4721471,3
477199,837493,4735522,3
477200,837499,4650217,2
477201,837504,4607066,2
477202,837516,4664268,3
477203,837517,4577966,4
477204,837528,4621117,2
477205,837530,4678319,3
477206,837542,4692370,3
477207,837546,4592016,2
477208,837550,4635167,2
477209,837552,4706421,4
477210,837554,4562917,2
477211,837559,4720472,3
477212,837564,4734523,3
477213,837569,4649218,3
477214,837573,4606067,2
477215,837586,4576967,3
477216,837586,4663269,3
477217,837598,4620118,2
477218,837601,4677320,4
477219,837613,4691371,3
477220,837616,4591018,3
477221,837620,4634169,2
477222,837622,4705422,3
