"num.sp";"perc_95"
1;30.5984504004893
2;34.1871997695507
3;42.5011318270274
4;23.3614942026296
5;23.3245752195789
6;38.7701479203695
7;38.4240979560964
8;32.2391224188628
9;43.7086781438617
10;47.4364051199469
11;28.8132172905216
12;26.440430525585
13;36.969896810211
14;35.680905751601
15;33.148812857098
16;36.8493722650655
