"ID";"IDPARCELA";"DANYSEVER";"DANYMITJA";"DANYPETIT"
2190;361620;0;0;0
2196;151546;0;0;0
2214;361618;0;0;0
2225;361273;0;0;0
2232;150683;0;0;0
2250;361615;0;0;0
2267;151565;0;0;0
2279;151564;0;0;0
2286;152233;0;0;0
2290;151563;0;0;0
2299;152218;0;0;0
2301;151562;0;0;0
2312;151561;0;0;0
2342;152230;0;0;0
2354;153355;0;0;0
2357;151558;0;0;0
2362;361278;0;0;5
2367;151580;0;0;0
2387;361617;0;0;0
2391;151578;0;0;0
2412;152998;0;0;0
2418;150687;0;0;0
2423;361613;0;0;0
2430;150685;0;0;0
2442;150684;0;0;0
2445;361267;0;0;0
2446;361609;0;1;11
2453;150686;0;0;0
2458;152245;1;1;1
2468;361604;0;0;0
2478;361265;0;0;0
2481;152243;0;0;0
2490;361601;0;0;0
2492;152242;0;0;0
2496;151573;0;0;0
2501;361599;0;0;0
2514;152240;0;0;0
2527;151591;0;0;0
2541;151571;0;0;0
2553;150693;0;0;0
2570;361272;1;5;26
2573;153021;0;0;0
2577;150692;0;0;0
2582;361271;0;0;0
2594;361270;0;0;0
2596;153004;0;0;0
2606;361268;0;0;0
2608;152253;0;0;0
2612;151589;0;0;0
2624;360743;0;2;3
2625;150689;0;0;0
2632;152235;0;0;0
2634;151587;0;0;0
2651;361637;0;0;0
2654;152234;1;1;20
2657;151585;0;0;0
2663;153015;0;0;0
2668;151584;0;0;0
2679;151583;0;0;0
2684;361495;0;0;0
2696;153012;0;0;0
2713;150697;0;0;0
2718;361467;0;0;0
2742;361444;0;0;0
2757;153029;0;0;0
2779;361650;0;0;0
2790;361644;0;0;0
2791;152258;0;0;0
2792;153026;0;0;0
2806;151598;0;0;0
2817;151597;0;0;0
2840;151596;0;0;0
2856;361486;0;0;0
2859;153361;0;0;0
2866;361287;0;0;0
2883;151609;0;0;0
2894;153041;1;1;18
2903;361667;0;0;0
2905;153040;0;0;0
2906;152257;0;0;0
2907;360358;1;1;1
2915;361661;0;0;0
2917;153039;0;0;0
2922;150699;0;0;0
2927;361655;0;0;7
2941;153037;0;0;0
2950;361645;0;0;0
2951;153036;0;0;0
2956;360742;0;1;7
2960;361360;0;0;2
2971;361351;0;0;0
2987;151625;0;0;1
2991;150698;0;0;0
3000;151606;0;0;0
3011;151605;0;0;0
3025;360998;4;8;11
3034;360744;0;0;0
3041;152264;0;0;0
3062;361446;0;0;0
3063;361668;0;0;0
3077;153048;0;0;0
3088;152275;0;0;0
3099;361652;0;0;0
3112;153046;0;0;0
3116;151618;0;0;0
3145;153045;0;0;0
3156;153044;0;0;0
3157;152269;0;0;0
3161;151615;0;0;0
3163;150701;0;0;0
3168;152268;0;0;0
3169;153362;0;0;0
3183;151613;0;0;0
3205;150719;0;0;0
3206;360826;0;0;0
3213;153054;4;4;28
3217;150718;0;0;0
3228;151633;0;0;0
3234;361430;0;0;0
3235;361663;1;1;1
3240;151632;0;0;0
3252;151631;0;1;30
3272;152280;0;0;0
3278;150714;0;0;0
3281;361362;0;0;0
3282;361641;0;0;0
3285;152266;0;0;0
3310;151628;0;0;0
3312;150712;0;0;0
3332;151627;0;0;0
3345;150709;0;0;0
3357;360990;0;0;0
3366;360827;0;0;0
3369;361092;0;0;0
3370;361458;0;0;0
3394;361664;0;0;0
3402;360954;0;0;0
3406;361658;0;0;0
3423;151641;0;0;0
3429;361378;0;0;0
3430;361647;0;0;0
3442;153063;0;0;0
3474;361624;0;0;0
3486;153061;0;0;0
3493;150722;0;0;0
3506;361288;0;0;1
3511;151649;0;0;0
3513;150736;0;0;0
3514;360831;0;0;0
3518;361469;0;0;0
3528;361093;0;0;0
3532;152283;0;0;1
3534;360555;0;0;0
3535;150734;0;0;0
3538;360973;0;0;0
3542;153057;0;0;0
3548;150733;0;0;0
3553;361665;0;0;0
3564;361414;0;0;0
3576;361396;0;0;0
3596;150732;0;0;0
3612;361638;0;0;0
3622;361338;0;0;0
3631;150731;0;0;0
3645;361496;0;0;0
3653;150729;0;0;0
3662;151645;0;0;0
3666;361289;0;0;0
3673;150747;0;0;0
3676;360992;0;0;0
3677;361280;0;0;0
3688;361094;0;0;0
3690;153069;0;0;0
3696;360815;0;0;0
3698;360974;0;0;0
3705;151653;0;0;0
3710;361071;0;0;0
3712;361666;0;0;0
3713;153067;0;0;0
3720;360955;0;0;0
3731;150743;0;0;0
3743;150742;0;0;0
3747;361380;0;0;0
3767;150740;0;0;0
3792;361325;0;0;1
3803;361312;0;0;0
3810;151650;0;0;0
3823;150738;0;0;0
3832;150759;0;0;0
3834;150737;0;0;0
3837;361471;0;0;0
3857;360975;0;0;0
3858;361082;0;0;0
3859;361449;0;0;0
3860;153075;0;0;0
3870;361432;0;0;0
3877;150756;0;0;0
3893;361397;0;0;0
3905;361381;0;0;0
3929;361639;0;0;0
3936;150751;0;0;0
3950;361326;0;0;0
3951;361626;0;0;0
3959;150749;0;0;0
3962;361497;0;0;0
3963;153086;0;0;0
3970;150748;0;0;0
3973;361488;0;0;0
3974;153085;0;0;0
3978;360514;0;0;0
3983;361290;0;0;0
3995;361472;0;0;0
4000;360491;0;0;0
4001;150771;0;0;0
4005;361095;0;1;1
4017;361450;0;0;0
4020;152296;0;0;0
4022;360464;0;0;0
4028;361433;0;0;0
4033;151665;0;0;0
4034;360792;0;0;0
4045;360784;0;0;0
4055;151664;0;0;0
4067;360763;0;0;0
4068;150766;0;0;0
4072;361364;0;0;0
4095;361633;0;0;0
4096;153095;0;0;0
4116;361313;0;0;0
4127;361300;0;0;0
4138;361291;0;0;0
4160;361096;1;1;1
4170;360977;0;0;0
4171;361083;0;0;0
4177;151671;0;0;0
4178;360803;0;0;0
4180;360964;0;0;0
4182;361072;0;0;0
4187;360455;0;0;0
4193;361061;0;0;0
4194;361415;0;0;0
4196;153108;0;0;3
4205;361398;0;0;0
4216;361383;0;0;0
4222;360764;0;0;0
4234;150778;0;0;0
4238;361352;0;0;0
4241;152319;0;0;0
4243;360405;0;0;0
4250;361634;0;0;0
4260;361328;0;0;0
4280;150776;0;0;0
4301;360832;0;0;0
4310;360492;0;0;0
4313;150773;0;0;0
4314;360984;0;0;0
4315;361097;0;0;0
4316;361462;0;0;0
4318;153117;0;0;0
4320;151673;2;11;11
4321;360479;0;0;0
4325;360978;0;0;0
4326;361084;0;0;0
4337;361073;0;4;22
4344;360793;0;0;0
4356;150789;0;0;0
4362;152329;0;0;0
4371;361384;0;0;0
4382;361365;0;0;0
4404;361341;0;0;0
4405;361635;0;0;0
4416;361628;0;0;0
4429;152325;0;0;0
4431;151679;0;0;0
4432;360524;0;0;0
4437;361301;0;0;0
4438;361490;0;0;0
4446;150784;0;0;0
4460;361473;0;0;0
4493;361436;0;0;0
4494;153110;0;0;0
4500;150803;0;0;0
4501;360958;0;0;0
4504;361416;0;0;0
4515;361400;0;0;0
4526;361385;0;0;0
4533;150800;0;0;0
4548;361353;0;0;0
4552;360406;0;0;0
4569;361329;0;0;0
4580;361314;0;0;0
4583;152332;0;0;0
4589;150797;0;0;0
4603;361482;0;0;0
4608;360503;0;0;0
4614;361474;0;0;0
4640;360466;0;0;0
4645;360965;0;0;0
4655;360959;0;0;0
4669;361401;0;0;0
4688;360879;0;0;0
4703;152344;0;0;0
4712;361342;0;0;0
4714;153125;0;0;0
4716;360398;0;0;0
4718;360546;0;0;0
4721;360851;0;0;0
4726;152342;0;0;0
4729;360537;0;0;0
4735;361500;0;0;0
4758;153124;0;0;0
4771;153140;0;0;0
4773;360493;0;0;0
4776;150807;0;0;0
4778;361099;0;0;0
4781;152339;0;0;0
4784;360482;0;0;0
4790;361453;0;0;0
4793;152338;0;0;0
4796;150821;0;0;0
4797;360806;0;0;0
4798;360966;0;0;0
4809;360960;0;0;0
4813;152357;0;0;5
4816;360441;0;0;0
4824;152356;0;0;0
4825;153136;0;0;0
4827;360434;0;0;0
4835;153135;0;0;0
4840;360766;0;0;0
4846;152354;0;0;0
4852;150819;0;0;0
4853;360873;0;0;0
4871;151687;0;0;0
4874;360852;0;0;0
4876;361331;0;0;0
4879;152351;0;0;0
4880;360388;2;9;20
4883;151686;0;0;0
4887;361315;0;0;0
4888;361501;0;0;0
4898;361303;0;0;0
4899;361493;0;0;0
4902;360369;0;0;0
4905;151685;0;0;0
4916;150829;0;0;0
4921;361476;0;0;0
4924;153149;0;0;0
4932;361466;0;0;0
4934;152350;1;2;11
4939;360820;0;0;0
4942;361085;0;0;0
4961;150827;0;0;0
4965;361418;0;0;0
4969;360446;0;0;0
4972;150826;0;0;0
4976;361402;0;0;0
4986;361045;0;0;0
4987;361386;0;0;0
4993;360767;0;0;0
5002;360417;0;0;0
5015;360746;0;0;0
5017;360865;0;0;0
5018;361025;0;0;0
5020;153145;0;0;0
5063;153142;2;6;6
5087;152359;0;0;0
5090;150837;0;0;0
5094;361086;0;0;0
5095;361455;0;0;0
5105;361074;0;0;0
5106;361438;0;0;0
5110;360456;0;0;0
5113;150835;0;0;0
5117;361419;0;0;0
5121;360447;0;0;0
5124;150834;0;0;0
5128;361403;0;0;0
5132;360435;0;0;0
5139;361387;0;0;0
5150;361369;0;0;0
5152;153155;0;0;0
5156;360759;0;0;0
5161;361355;0;0;0
5167;360747;0;0;0
5170;361026;0;0;0
5180;361018;0;0;0
5201;361305;1;1;5
5202;153152;0;0;0
5212;153151;0;0;0
5217;150845;0;0;0
5224;152366;0;0;0
5235;360053;0;0;0
5238;360483;0;0;0
5243;361087;0;0;0
5245;153150;0;0;0
5247;360046;0;0;0
5250;360808;0;0;0
5253;360968;0;0;0
5254;361075;0;0;0
5265;361062;0;0;0
5276;361053;0;0;0
5279;152381;0;0;0
5281;360436;0;0;0
5285;360887;2;6;6
5288;361388;0;0;0
5290;153161;0;0;0
5299;361370;0;0;0
5300;153160;0;0;0
5303;360419;0;0;0
5320;153159;0;0;0
5321;152378;0;0;0
5326;360854;0;0;0
5328;361019;0;0;3
5331;152377;0;0;0
5337;150840;0;0;0
5338;361013;0;0;0
5339;361316;0;0;0
5348;361005;0;0;0
5351;152376;0;0;0
5352;360371;0;0;0
5358;361000;0;0;0
5359;361294;0;0;0
5363;151705;0;0;0
5381;360054;0;0;0
5389;361088;0;0;0
5394;360469;0;0;0
5412;361420;0;0;0
5422;361054;0;0;0
5423;361405;0;0;0
5431;360888;16;23;26
5435;153168;0;0;0
5443;361371;0;0;0
5455;153167;0;0;0
5459;360748;0;0;0
5461;360867;0;0;3
5462;361027;0;0;0
5463;361345;0;0;0
5472;361020;0;0;0
5479;151701;0;0;0
5483;361317;0;0;0
5484;153165;0;0;0
5491;150846;0;0;0
5493;361306;0;0;0
5496;360372;0;0;0
5500;360839;0;0;0
5508;360506;0;0;0
5516;360060;0;0;0
5545;361440;0;0;0
5551;360798;0;0;0
5555;361063;0;0;0
5557;152401;0;0;0
5560;360448;0;0;0
5562;360789;0;0;0
5563;150857;0;0;0
5575;360889;0;0;0
5578;152400;0;2;4
5603;360749;0;0;0
5604;150855;0;0;0
5605;360868;11;13;25
5606;361028;0;0;0
5615;360856;0;0;0
5619;152396;0;0;0
5627;361318;0;0;0
5641;151718;0;0;0
5642;360516;0;0;0
5646;361001;0;0;0
5647;361295;0;0;0
5660;360061;0;0;0
5672;360485;0;0;0
5701;152414;0;0;0
5703;152393;0;0;0
5709;361056;0;0;0
5717;150860;0;0;0
5724;360428;0;0;0
5729;361040;0;0;0
5740;361357;0;0;0
5750;361346;0;0;0
5751;153185;0;0;0
5758;360857;0;0;0
5764;151731;0;0;0
5766;151713;0;0;0
5771;153183;0;0;0
5790;361296;0;0;1
5792;152410;0;0;0
5793;360362;0;0;0
5795;360508;0;0;0
5805;360494;0;0;0
5810;361102;0;0;2
5813;360056;0;0;0
5836;360457;0;0;0
5843;361421;0;0;0
5848;151729;6;38;38
5853;361057;0;0;0
5858;360437;0;0;0
5887;152402;0;0;0
5890;360750;0;0;0
5893;361029;0;0;0
5898;360400;0;0;8
5902;360858;0;0;0
5907;360391;0;0;0
5908;151739;0;0;0
5918;151738;0;0;0
5941;360834;0;0;0
5954;361103;0;0;0
5957;360057;0;0;0
5958;151736;0;0;0
5964;361089;0;0;1
5967;152419;0;0;0
5974;361076;0;0;0
5986;361422;0;0;0
5996;361406;0;0;0
6005;361048;0;0;0
6006;361389;0;0;0
6008;152433;0;0;0
6012;360771;0;0;0
6016;361372;0;0;6
6028;152431;0;0;0
6035;361030;0;0;0
6049;360392;0;0;0
6053;360848;0;0;0
6056;361320;0;0;0
6057;153195;2;3;7
6065;361008;0;0;0
6082;150880;0;0;0
6089;360063;0;0;0
6091;360495;0;0;0
6095;360985;0;0;0
6101;360486;0;0;0
6102;150879;0;0;0
6106;361090;0;0;0
6114;360810;0;0;0
6117;361077;0;0;0
6120;360042;0;0;0
6133;360449;0;0;0
6144;360439;0;0;0
6149;361049;0;0;1
6158;360882;0;0;0
6160;361373;0;0;0
6163;152426;0;0;0
6170;361359;0;0;0
6172;152444;0;0;0
6176;360752;0;0;0
6186;360549;0;0;0
6196;151742;0;0;0
6199;361014;0;0;0
6200;361321;0;0;0
6203;360383;0;0;0
6209;361009;0;0;0
6213;360374;0;0;0
6217;360840;0;0;0
6230;361286;0;0;0
6232;152442;0;0;0
6233;360064;0;0;0
6242;152441;0;0;0
6253;360049;0;0;0
6254;152440;0;0;0
6256;360473;0;0;0
6258;360811;0;0;0
6260;360970;0;0;0
6277;360450;0;0;0
6294;361391;0;0;0
6302;360883;0;0;0
6312;360877;0;0;0
6316;152459;0;0;0
6322;360870;0;0;4
6327;151761;0;0;0
6328;360401;0;0;0
6332;360861;0;0;0
6338;151760;0;0;0
6343;361015;0;0;0
6346;152456;0;0;0
6347;360384;0;0;0
6353;361010;0;0;0
6354;361308;0;0;0
6367;360363;0;0;0
6368;151758;0;0;0
6373;360996;0;0;0
6377;360065;0;0;0
6384;361105;0;0;0
6400;360474;0;0;0
6406;361441;0;0;0
6407;153200;0;0;0
6417;361425;0;0;0
6418;152474;0;0;0
6420;152451;0;0;0
6435;150896;0;0;9
6442;360430;0;0;0
6461;152447;0;0;0
6469;152470;0;0;0
6471;151767;0;0;0
6474;360551;0;0;0
6478;361335;0;0;0
6501;360376;0;0;0
6507;361003;0;0;0
6517;360997;0;0;0
6522;151764;0;0;0
6528;361106;0;0;0
6533;360488;0;0;0
6534;150906;0;0;0
6540;152467;0;0;0
6543;360475;0;0;0
6548;361080;0;0;0
6549;361442;0;0;0
6552;152466;0;0;0
6553;360460;0;0;0
6555;360800;0;0;0
6560;361426;0;0;0
6562;360037;0;0;0
6574;152464;0;0;0
6575;360440;0;0;0
6599;150902;0;0;0
6601;361036;0;2;2
6614;153216;0;0;0
6621;361022;0;0;0
6622;361336;0;0;0
6623;153215;0;0;0
6625;360394;0;0;0
6629;360849;0;0;0
6637;360532;0;0;0
6645;360377;17;22;22
6663;153213;0;2;2
6667;360498;0;1;1
6672;361107;0;0;0
6677;360489;0;0;0
6685;360051;0;0;0
6688;150914;0;0;0
6699;360801;0;0;0
6704;361427;0;0;0
6706;360038;3;4;4
6707;152478;0;0;0
6712;360953;0;0;0
6715;361410;0;0;0
6719;360445;0;0;0
6725;361050;0;0;0
6728;360027;0;0;0
6729;152476;0;0;0
6734;360884;1;1;1
6740;360424;1;1;1
6743;150910;0;0;0
6744;360878;0;0;0
6750;360411;0;0;0
6757;152497;0;0;0
6764;360864;0;0;0
6776;361323;0;0;0
6786;361311;0;0;0
6797;153220;1;1;1
6803;360837;0;0;3
6816;361108;0;0;0
6825;360980;0;0;0
6831;360477;0;0;0
6835;360972;1;1;3
6836;361081;0;0;0
6837;153217;0;0;1
6841;360461;0;0;0
6858;152510;0;0;0
6878;361044;0;0;0
6893;360412;0;0;0
6899;361561;0;0;0
6900;152507;0;0;0
6902;360404;0;0;0
6903;151777;0;0;0
6905;360553;0;0;0
6906;150920;0;0;0
6907;361672;0;0;0
6917;150919;0;0;0
6918;361017;0;0;0
6927;150918;0;0;0
6944;360512;0;0;0
6946;360838;0;0;7
6951;152504;0;0;0
6954;360499;0;0;0
6959;361252;0;0;0
6965;150932;0;0;0
6966;360824;0;0;0
6974;360478;0;0;0
6989;361221;0;0;0
6992;152502;0;0;0
6993;360453;0;0;0
6999;361206;0;0;0
7004;360443;0;0;0
7014;152500;0;0;0
7015;360432;0;0;0
7022;361584;0;0;0
7023;152518;0;0;0
7052;361551;0;0;0
7055;360397;0;0;0
7062;361540;0;0;0
7065;360385;0;0;0
7067;360534;0;0;0
7087;360513;0;0;0
7097;360500;0;0;0
7101;361120;0;0;0
7115;360052;5;6;6
7118;150942;0;0;0
7121;361115;3;11;11
7128;150941;0;0;0
7132;361222;0;0;0
7145;360032;0;0;0
7175;361572;0;0;0
7186;152529;0;0;0
7191;360554;0;0;0
7195;361552;0;0;0
7202;150938;0;0;0
7213;150937;0;0;0
7215;361529;0;0;0
7218;360378;0;0;0
7220;360521;0;0;2
7222;360921;0;0;0
7224;361133;0;0;0
7235;361503;0;0;0
7252;360907;0;0;0
7275;361223;0;1;2
7286;152540;0;0;0
7287;360033;0;0;0
7289;360444;3;3;4
7295;361193;0;0;0
7296;361590;0;0;0
7300;360433;1;1;1
7316;361168;0;0;0
7318;360024;0;0;0
7327;361562;0;0;0
7356;361138;0;0;0
7364;360922;0;0;0
7368;153242;0;0;15
7403;150956;0;0;0
7418;152549;0;0;0
7419;360040;0;0;0
7435;360946;0;1;1
7445;150955;0;0;0
7448;361179;0;0;0
7450;152548;0;0;0
7452;152533;0;0;0
7458;361169;0;0;0
7468;361159;2;7;7
7478;361151;0;0;3
7488;361148;0;0;0
7532;360232;0;0;0
7533;151790;0;0;0
7538;361118;0;0;0
7549;361232;0;0;0
7571;360186;0;0;0
7579;361194;0;0;0
7584;360607;0;0;0
7587;150960;0;0;0
7605;360592;0;0;0
7607;360891;0;0;0
7630;361149;0;0;0
7631;361542;0;0;0
7641;361530;0;0;0
7646;360657;0;0;0
7659;150957;0;0;0
7681;361242;0;0;0
7719;361678;0;0;0
7721;361195;0;0;2
7745;360143;0;0;0
7752;360937;0;0;0
7755;360131;0;0;0
7759;151795;0;0;0
7763;361152;0;0;0
7764;361554;0;0;0
7783;361141;0;0;0
7787;360563;0;0;0
7806;152559;0;0;0
7825;153254;0;0;0
7834;361234;0;0;0
7852;361110;1;1;2
7857;360188;0;0;0
7876;361180;0;0;0
7879;360157;0;0;0
7898;361564;0;0;0
7899;153262;0;0;0
7904;360682;0;1;3
7938;361519;0;0;0
7939;153260;0;0;0
7941;360557;0;0;0
7949;153259;0;0;0
7970;360222;0;0;0
7996;361111;0;0;0
7998;361211;0;0;0
8009;361197;0;0;0
8011;360172;0;0;0
8020;361181;0;0;0
8023;360158;0;0;0
8031;361170;0;0;0
8044;152571;0;0;0
8046;360585;0;0;0
8051;361154;0;1;1
8134;360202;0;0;0
8142;361212;0;0;0
8155;360173;0;0;0
8176;361576;0;0;0
8183;150977;0;0;0
8192;151814;0;0;0
8196;361155;0;1;1
8202;151813;0;0;0
8216;361142;0;0;3
8218;153267;0;0;0
8230;360558;0;0;0
8240;360242;0;0;0
8287;361213;0;1;1
8297;361198;0;0;0
8298;361592;0;0;0
8305;150983;0;0;0
8330;361163;0;0;0
8353;152587;0;0;0
8384;360243;0;0;0
8390;361122;0;0;0
8395;151831;0;0;0
8422;152596;0;0;0
8423;360203;0;0;0
8456;152595;0;0;0
8458;360600;0;0;0
8476;361567;0;0;0
8477;153282;0;1;1
8508;153279;0;0;0
8534;360917;0;0;0
8538;153276;0;0;0
8540;360233;0;0;0
8553;151000;0;0;0
8561;151839;0;0;0
8563;150999;0;0;0
8574;150998;0;0;0
8578;152607;0;0;0
8579;360191;0;0;0
8582;151837;0;0;0
8588;361593;0;0;0
8589;152606;0;0;0
8609;361171;0;0;0
8623;152603;0;0;0
8624;151852;0;0;0
8636;360579;0;0;0
8643;361546;0;0;0
8653;361144;2;5;11
8673;361130;0;6;26
8675;153286;0;0;0
8685;153285;0;0;0
8705;153283;0;0;0
8714;361227;0;0;0
8716;360205;0;0;0
8736;360176;0;0;0
8744;361183;0;0;0
8746;152612;0;0;0
8752;151008;0;1;1
8771;360588;0;0;0
8774;151006;0;0;3
8781;151862;0;0;0
8782;360580;0;0;0
8792;360573;1;1;1
8804;151860;0;0;0
8826;360643;0;0;0
8843;152608;0;1;18
8898;151855;0;0;0
8914;361164;0;0;0
8915;361569;1;1;1
8920;151854;0;0;0
8937;361547;0;0;0
8961;152621;0;0;0
8984;151868;0;0;0
8985;360640;0;0;0
8991;153292;0;0;0
9002;152617;0;0;0
9012;360206;0;0;0
9021;152638;0;0;0
9038;151029;0;0;0
9041;361185;0;0;0
9053;361580;0;0;0
9054;360146;0;0;0
9060;151027;0;0;2
9065;360132;0;0;0
9080;151865;0;0;0
9089;151878;0;0;0
9106;361137;0;0;0
9109;153297;0;0;0
9116;151023;0;0;0
9120;153296;0;0;0
9127;151022;1;3;3
9132;360234;0;0;0
9140;153295;0;0;0
9150;153294;0;0;0
9160;152654;0;0;0
9170;152653;0;0;0
9174;151875;0;0;0
9181;152652;0;0;0
9200;361581;0;0;0
9202;360151;0;0;0
9204;360596;0;0;0
9213;152649;0;0;0
9218;151036;0;0;0
9222;361556;0;0;0
9243;361146;0;0;0
9244;361533;0;0;0
9246;152647;0;0;0
9248;151886;0;0;0
9252;151034;0;0;0
9256;153302;0;0;0
9266;361509;0;0;0
9267;153301;0;0;0
9268;152645;0;0;0
9275;361123;0;2;4
9277;361254;0;0;0
9288;153300;0;0;0
9291;151884;0;0;0
9308;152664;0;0;0
9318;152663;0;0;0
9332;151881;0;0;0
9339;360163;0;0;0
9348;361582;0;0;0
9350;360148;0;0;0
9362;151900;0;0;9
9364;151880;0;0;0
9366;151042;0;0;0
9383;152661;5;5;7
9393;360097;0;0;0
9394;152660;0;0;0
9396;151899;0;0;0
9404;153306;0;0;0
9405;152659;0;0;0
9431;151049;0;14;16
9436;153304;0;0;0
9459;360621;0;0;0
9477;360178;0;0;3
9498;360156;0;0;0
9513;360687;0;0;0
9518;361557;0;0;0
9533;151910;0;0;0
9546;151889;0;1;1
9548;151046;0;0;0
9571;361124;1;5;7
9579;151058;0;0;0
9584;153308;0;0;0
9599;151057;0;0;0
9618;152666;0;0;1
9621;320054;0;0;0
9637;360164;0;0;0
9640;151902;0;0;6
9655;361165;0;0;0
9657;360135;0;0;0
9666;361558;0;0;0
9678;360110;0;0;0
9679;152683;0;0;0
9681;151923;0;0;0
9688;361535;0;0;0
9690;152682;0;0;0
9699;361523;0;0;0
9711;153309;0;0;0
9714;151921;0;0;0
9719;361125;0;0;7
9725;151920;0;0;0
9735;360225;0;0;0
9737;360634;0;0;0
9743;361239;0;0;0
9765;361217;5;5;9
9766;152699;0;0;0
9775;361202;0;0;10
9786;361187;0;0;0
9797;361174;0;0;0
9805;320093;0;0;0
9811;151932;0;0;0
9827;151061;0;0;0
9832;361550;0;0;0
9833;360111;0;0;0
9835;151931;0;0;0
9875;361126;1;1;1
9878;360079;0;0;0
9884;320069;0;0;0
9889;360075;0;0;0
9902;360219;0;0;0
9904;360630;0;0;0
9906;320064;0;0;0
9911;360003;0;0;0
9921;361218;0;0;0
9922;152712;10;10;11
9933;152711;0;0;0
9934;360180;0;0;0
9959;151925;0;0;0
9962;320094;0;0;0
9972;151070;0;0;0
9973;320091;0;1;2
9977;361560;0;0;0
9978;152708;0;0;0
9985;320086;0;0;0
10014;360088;0;0;0
10026;360084;0;0;0
10062;151935;0;0;0
10070;360005;0;0;0
10072;360208;0;0;0
10082;360195;0;0;0
10097;320048;0;0;0
10103;360165;0;0;0
10107;151933;0;0;0
10108;320041;0;0;0
10109;151075;0;0;0
10125;360136;0;0;3
10143;320087;0;0;0
10181;361512;0;0;0
10217;360070;0;0;0
10227;361229;0;0;1
10241;152715;0;0;0
10259;361189;1;2;4
10266;320042;1;10;10
10272;360152;0;0;0
10278;151083;0;0;0
10283;152731;0;0;0
10284;360137;0;0;0
10285;151951;0;0;0
10300;151082;0;3;3
10301;320088;0;0;0
10305;360112;0;0;0
10316;361537;0;0;0
10341;360085;0;0;0
10351;361256;13;13;13
10358;151091;0;0;0
10388;360209;0;0;0
10425;320043;0;0;0
10426;151089;0;0;0
10443;152748;0;0;0
10448;151087;0;0;0
10457;151946;4;4;4
10461;150420;0;0;0
10465;360113;0;0;0
10476;361538;0;0;0
10477;360101;0;0;0
10497;151086;0;0;0
10500;361513;0;0;0
10546;151096;0;4;11
10551;361230;3;4;6
